,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
506,4,0.0016706250607967377,12.0,322.0,75,500,23
507,5,0.001680999994277954,12.0,323.0,75,500,23
508,6,0.0016944590024650097,13.0,325.0,75,500,23
509,7,0.0017042919062078,13.0,326.0,75,500,23
510,8,0.001717583741992712,14.0,328.0,75,500,23
511,9,0.0017282087355852127,14.0,329.0,75,500,23
512,10,0.0017383340746164322,14.0,330.0,75,500,23
513,1,0.0016319998539984226,9.0,332.0,75,500,24
514,2,0.001645917072892189,10.0,334.0,75,500,24
515,3,0.001660624984651804,10.0,335.0,75,500,24
516,4,0.0016706250607967377,11.0,337.0,75,500,24
517,5,0.001680999994277954,11.0,338.0,75,500,24
518,6,0.0016944590024650097,11.0,339.0,75,500,24
519,7,0.0017042919062078,11.0,340.0,75,500,24
520,8,0.001717583741992712,12.0,342.0,75,500,24
521,9,0.0017282087355852127,13.0,344.0,75,500,24
522,10,0.0017383340746164322,13.0,345.0,75,500,24
523,1,0.0016319998539984226,12.0,346.0,75,500,25
524,2,0.001645917072892189,12.0,347.0,75,500,25
525,3,0.001660624984651804,13.0,349.0,75,500,25
526,4,0.0016706250607967377,13.0,350.0,75,500,25
527,5,0.001680999994277954,14.0,352.0,75,500,25
528,6,0.0016944590024650097,14.0,353.0,75,500,25
529,7,0.0017042919062078,14.0,354.0,75,500,25
530,8,0.001717583741992712,15.0,356.0,75,500,25
531,9,0.0017282087355852127,15.0,357.0,75,500,25
532,10,0.0017383340746164322,15.0,358.0,75,500,25
533,1,0.0016319998539984226,14.0,359.0,75,500,26
534,2,0.001645917072892189,15.0,361.0,75,500,26
535,3,0.001660624984651804,15.0,362.0,75,500,26
536,4,0.0016706250607967377,16.0,364.0,75,500,26
537,5,0.001680999994277954,17.0,366.0,75,500,26
538,6,0.0016944590024650097,17.0,367.0,75,500,26
539,7,0.0017042919062078,18.0,369.0,75,500,26
540,8,0.001717583741992712,18.0,370.0,75,500,26
541,9,0.0017282087355852127,18.0,371.0,75,500,26
542,10,0.0017383340746164322,18.0,372.0,75,500,26
543,1,0.0016319998539984226,10.0,373.0,75,500,27
544,2,0.001645917072892189,11.0,375.0,75,500,27
545,3,0.001660624984651804,12.0,377.0,75,500,27
546,4,0.0016706250607967377,12.0,378.0,75,500,27
547,5,0.001680999994277954,12.0,379.0,75,500,27
548,6,0.0016944590024650097,12.0,380.0,75,500,27
549,7,0.0017042919062078,12.0,381.0,75,500,27
550,8,0.001717583741992712,12.0,382.0,75,500,27
551,9,0.0017282087355852127,13.0,384.0,75,500,27
552,10,0.0017383340746164322,14.0,386.0,75,500,27
553,1,0.0016319998539984226,8.0,387.0,75,500,28
554,2,0.001645917072892189,8.0,388.0,75,500,28
555,3,0.001660624984651804,8.0,389.0,75,500,28
556,4,0.0016706250607967377,8.0,390.0,75,500,28
557,5,0.001680999994277954,9.0,392.0,75,500,28
558,6,0.0016944590024650097,9.0,393.0,75,500,28
559,7,0.0017042919062078,10.0,395.0,75,500,28
560,8,0.001717583741992712,10.0,396.0,75,500,28
561,9,0.0017282087355852127,11.0,398.0,75,500,28
562,10,0.0017383340746164322,11.0,399.0,75,500,28
563,1,0.0016319998539984226,9.0,400.0,75,500,29
564,2,0.001645917072892189,9.0,401.0,75,500,29
565,3,0.001660624984651804,10.0,403.0,75,500,29
566,4,0.0016706250607967377,11.0,405.0,75,500,29
567,5,0.001680999994277954,12.0,407.0,75,500,29
568,6,0.0016944590024650097,13.0,409.0,75,500,29
569,7,0.0017042919062078,13.0,410.0,75,500,29
570,8,0.001717583741992712,13.0,411.0,75,500,29
571,9,0.0017282087355852127,14.0,413.0,75,500,29
572,10,0.0017383340746164322,15.0,415.0,75,500,29
573,1,0.0016319998539984226,12.0,416.0,75,500,30
574,2,0.001645917072892189,13.0,418.0,75,500,30
575,3,0.001660624984651804,13.0,419.0,75,500,30
576,4,0.0016706250607967377,13.0,420.0,75,500,30
577,5,0.001680999994277954,14.0,422.0,75,500,30
578,6,0.0016944590024650097,14.0,423.0,75,500,30
579,7,0.0017042919062078,15.0,425.0,75,500,30
580,8,0.001717583741992712,15.0,426.0,75,500,30
581,9,0.0017282087355852127,16.0,428.0,75,500,30
582,10,0.0017383340746164322,16.0,429.0,75,500,30
583,1,0.0016319998539984226,6.0,430.0,75,500,31
584,2,0.001645917072892189,7.0,432.0,75,500,31
585,3,0.001660624984651804,8.0,434.0,75,500,31
586,4,0.0016706250607967377,9.0,436.0,75,500,31
587,5,0.001680999994277954,9.0,437.0,75,500,31
588,6,0.0016944590024650097,10.0,439.0,75,500,31
589,7,0.0017042919062078,11.0,441.0,75,500,31
590,8,0.001717583741992712,11.0,442.0,75,500,31
591,9,0.0017282087355852127,12.0,444.0,75,500,31
592,10,0.0017383340746164322,12.0,445.0,75,500,31
593,1,0.0016319998539984226,13.0,446.0,75,500,32
594,2,0.001645917072892189,13.0,447.0,75,500,32
595,3,0.001660624984651804,14.0,449.0,75,500,32
596,4,0.0016706250607967377,15.0,451.0,75,500,32
597,5,0.001680999994277954,15.0,452.0,75,500,32
598,6,0.0016944590024650097,16.0,454.0,75,500,32
599,7,0.0017042919062078,16.0,455.0,75,500,32
600,8,0.001717583741992712,16.0,456.0,75,500,32
601,9,0.0017282087355852127,16.0,457.0,75,500,32
602,10,0.0017383340746164322,16.0,458.0,75,500,32
603,1,0.0016319998539984226,8.0,459.0,75,500,33
604,2,0.001645917072892189,8.0,460.0,75,500,33
605,3,0.001660624984651804,9.0,462.0,75,500,33
606,4,0.0016706250607967377,10.0,464.0,75,500,33
607,5,0.001680999994277954,11.0,466.0,75,500,33
608,6,0.0016944590024650097,12.0,468.0,75,500,33
609,7,0.0017042919062078,12.0,469.0,75,500,33
610,8,0.001717583741992712,13.0,471.0,75,500,33
611,9,0.0017282087355852127,13.0,472.0,75,500,33
612,10,0.0017383340746164322,13.0,473.0,75,500,33
613,1,0.0016319998539984226,7.0,475.0,75,500,34
614,2,0.001645917072892189,8.0,477.0,75,500,34
615,3,0.001660624984651804,9.0,479.0,75,500,34
616,4,0.0016706250607967377,9.0,480.0,75,500,34
617,5,0.001680999994277954,10.0,482.0,75,500,34
618,6,0.0016944590024650097,10.0,483.0,75,500,34
619,7,0.0017042919062078,10.0,484.0,75,500,34
620,8,0.001717583741992712,11.0,486.0,75,500,34
621,9,0.0017282087355852127,11.0,487.0,75,500,34
622,10,0.0017383340746164322,11.0,488.0,75,500,34
623,1,0.0016319998539984226,11.0,490.0,75,500,35
624,2,0.001645917072892189,11.0,491.0,75,500,35
625,3,0.001660624984651804,12.0,493.0,75,500,35
626,4,0.0016706250607967377,12.0,494.0,75,500,35
627,5,0.001680999994277954,12.0,495.0,75,500,35
628,6,0.0016944590024650097,12.0,496.0,75,500,35
629,7,0.0017042919062078,13.0,498.0,75,500,35
630,8,0.001717583741992712,14.0,500.0,75,500,35
631,9,0.0017282087355852127,14.0,501.0,75,500,35
632,10,0.0017383340746164322,14.0,502.0,75,500,35
633,1,0.0016319998539984226,12.0,504.0,75,500,36
634,2,0.001645917072892189,12.0,505.0,75,500,36
635,3,0.001660624984651804,12.0,506.0,75,500,36
636,4,0.0016706250607967377,13.0,508.0,75,500,36
637,5,0.001680999994277954,14.0,510.0,75,500,36
638,6,0.0016944590024650097,15.0,512.0,75,500,36
639,7,0.0017042919062078,15.0,513.0,75,500,36
640,8,0.001717583741992712,15.0,514.0,75,500,36
641,9,0.0017282087355852127,15.0,515.0,75,500,36
642,10,0.0017383340746164322,15.0,516.0,75,500,36
643,1,0.0016319998539984226,7.0,518.0,75,500,37
644,2,0.001645917072892189,8.0,520.0,75,500,37
645,3,0.001660624984651804,8.0,521.0,75,500,37
646,4,0.0016706250607967377,9.0,523.0,75,500,37
647,5,0.001680999994277954,9.0,524.0,75,500,37
648,6,0.0016944590024650097,9.0,525.0,75,500,37
649,7,0.0017042919062078,10.0,527.0,75,500,37
650,8,0.001717583741992712,11.0,529.0,75,500,37
651,9,0.0017282087355852127,11.0,530.0,75,500,37
652,10,0.0017383340746164322,12.0,532.0,75,500,37
653,1,0.0016319998539984226,11.0,533.0,75,500,38
654,2,0.001645917072892189,11.0,534.0,75,500,38
655,3,0.001660624984651804,12.0,536.0,75,500,38
656,4,0.0016706250607967377,13.0,538.0,75,500,38
657,5,0.001680999994277954,14.0,540.0,75,500,38
658,6,0.0016944590024650097,15.0,542.0,75,500,38
659,7,0.0017042919062078,15.0,543.0,75,500,38
660,8,0.001717583741992712,15.0,544.0,75,500,38
661,9,0.0017282087355852127,15.0,545.0,75,500,38
662,10,0.0017383340746164322,15.0,546.0,75,500,38
663,1,0.0016319998539984226,14.0,547.0,75,500,39
664,2,0.001645917072892189,14.0,548.0,75,500,39
665,3,0.001660624984651804,14.0,549.0,75,500,39
666,4,0.0016706250607967377,15.0,551.0,75,500,39
667,5,0.001680999994277954,15.0,552.0,75,500,39
668,6,0.0016944590024650097,15.0,553.0,75,500,39
669,7,0.0017042919062078,16.0,555.0,75,500,39
670,8,0.001717583741992712,16.0,556.0,75,500,39
671,9,0.0017282087355852127,17.0,558.0,75,500,39
672,10,0.0017383340746164322,17.0,559.0,75,500,39
673,1,0.0016319998539984226,11.0,561.0,75,500,40
674,2,0.001645917072892189,11.0,562.0,75,500,40
675,3,0.001660624984651804,11.0,563.0,75,500,40
676,4,0.0016706250607967377,12.0,565.0,75,500,40
677,5,0.001680999994277954,12.0,566.0,75,500,40
678,6,0.0016944590024650097,13.0,568.0,75,500,40
679,7,0.0017042919062078,14.0,570.0,75,500,40
680,8,0.001717583741992712,15.0,572.0,75,500,40
681,9,0.0017282087355852127,15.0,573.0,75,500,40
682,10,0.0017383340746164322,15.0,574.0,75,500,40
683,1,0.0016319998539984226,12.0,575.0,75,500,41
684,2,0.001645917072892189,12.0,576.0,75,500,41
685,3,0.001660624984651804,13.0,578.0,75,500,41
686,4,0.0016706250607967377,13.0,579.0,75,500,41
687,5,0.001680999994277954,13.0,580.0,75,500,41
688,6,0.0016944590024650097,13.0,581.0,75,500,41
689,7,0.0017042919062078,14.0,583.0,75,500,41
690,8,0.001717583741992712,14.0,584.0,75,500,41
691,9,0.0017282087355852127,15.0,586.0,75,500,41
692,10,0.0017383340746164322,16.0,588.0,75,500,41
693,1,0.0016319998539984226,10.0,589.0,75,500,42
694,2,0.001645917072892189,11.0,591.0,75,500,42
695,3,0.001660624984651804,11.0,592.0,75,500,42
696,4,0.0016706250607967377,11.0,593.0,75,500,42
697,5,0.001680999994277954,11.0,594.0,75,500,42
698,6,0.0016944590024650097,12.0,596.0,75,500,42
699,7,0.0017042919062078,12.0,597.0,75,500,42
700,8,0.001717583741992712,12.0,598.0,75,500,42
701,9,0.0017282087355852127,12.0,599.0,75,500,42
702,10,0.0017383340746164322,13.0,601.0,75,500,42
703,1,0.0016319998539984226,14.0,602.0,75,500,43
704,2,0.001645917072892189,14.0,603.0,75,500,43
705,3,0.001660624984651804,14.0,604.0,75,500,43
706,4,0.0016706250607967377,14.0,605.0,75,500,43
707,5,0.001680999994277954,15.0,607.0,75,500,43
708,6,0.0016944590024650097,15.0,608.0,75,500,43
709,7,0.0017042919062078,15.0,609.0,75,500,43
710,8,0.001717583741992712,16.0,611.0,75,500,43
711,9,0.0017282087355852127,16.0,612.0,75,500,43
712,10,0.0017383340746164322,17.0,614.0,75,500,43
713,1,0.0016319998539984226,11.0,616.0,75,500,44
714,2,0.001645917072892189,11.0,617.0,75,500,44
715,3,0.001660624984651804,11.0,618.0,75,500,44
716,4,0.0016706250607967377,11.0,619.0,75,500,44
717,5,0.001680999994277954,11.0,620.0,75,500,44
718,6,0.0016944590024650097,12.0,622.0,75,500,44
719,7,0.0017042919062078,12.0,623.0,75,500,44
720,8,0.001717583741992712,13.0,625.0,75,500,44
721,9,0.0017282087355852127,14.0,627.0,75,500,44
722,10,0.0017383340746164322,14.0,628.0,75,500,44
723,1,0.0016319998539984226,14.0,630.0,75,500,45
724,2,0.001645917072892189,15.0,632.0,75,500,45
725,3,0.001660624984651804,15.0,633.0,75,500,45
726,4,0.0016706250607967377,16.0,635.0,75,500,45
727,5,0.001680999994277954,16.0,636.0,75,500,45
728,6,0.0016944590024650097,16.0,637.0,75,500,45
729,7,0.0017042919062078,16.0,638.0,75,500,45
730,8,0.001717583741992712,16.0,639.0,75,500,45
731,9,0.0017282087355852127,17.0,641.0,75,500,45
732,10,0.0017383340746164322,18.0,643.0,75,500,45
733,1,0.0016319998539984226,10.0,645.0,75,500,46
734,2,0.001645917072892189,10.0,646.0,75,500,46
735,3,0.001660624984651804,11.0,648.0,75,500,46
736,4,0.0016706250607967377,11.0,649.0,75,500,46
737,5,0.001680999994277954,11.0,650.0,75,500,46
738,6,0.0016944590024650097,12.0,652.0,75,500,46
739,7,0.0017042919062078,13.0,654.0,75,500,46
740,8,0.001717583741992712,14.0,656.0,75,500,46
741,9,0.0017282087355852127,14.0,657.0,75,500,46
742,10,0.0017383340746164322,15.0,659.0,75,500,46
743,1,0.0016319998539984226,11.0,661.0,75,500,47
744,2,0.001645917072892189,11.0,662.0,75,500,47
745,3,0.001660624984651804,12.0,664.0,75,500,47
746,4,0.0016706250607967377,12.0,665.0,75,500,47
747,5,0.001680999994277954,12.0,666.0,75,500,47
748,6,0.0016944590024650097,13.0,668.0,75,500,47
749,7,0.0017042919062078,13.0,669.0,75,500,47
750,8,0.001717583741992712,13.0,670.0,75,500,47
751,9,0.0017282087355852127,13.0,671.0,75,500,47
752,10,0.0017383340746164322,13.0,672.0,75,500,47
753,1,0.0016319998539984226,6.0,674.0,75,500,48
754,2,0.001645917072892189,6.0,675.0,75,500,48
755,3,0.001660624984651804,6.0,676.0,75,500,48
756,4,0.0016706250607967377,7.0,678.0,75,500,48
757,5,0.001680999994277954,8.0,680.0,75,500,48
758,6,0.0016944590024650097,8.0,681.0,75,500,48
759,7,0.0017042919062078,8.0,682.0,75,500,48
760,8,0.001717583741992712,9.0,684.0,75,500,48
761,9,0.0017282087355852127,10.0,686.0,75,500,48
762,10,0.0017383340746164322,10.0,687.0,75,500,48
763,1,0.0016319998539984226,9.0,689.0,75,500,49
764,2,0.001645917072892189,10.0,691.0,75,500,49
765,3,0.001660624984651804,10.0,692.0,75,500,49
766,4,0.0016706250607967377,10.0,693.0,75,500,49
767,5,0.001680999994277954,10.0,694.0,75,500,49
768,6,0.0016944590024650097,10.0,695.0,75,500,49
769,7,0.0017042919062078,11.0,697.0,75,500,49
770,8,0.001717583741992712,11.0,698.0,75,500,49
771,9,0.0017282087355852127,12.0,700.0,75,500,49
772,10,0.0017383340746164322,12.0,701.0,75,500,49
773,1,0.0016319998539984226,9.0,702.0,75,500,50
774,2,0.001645917072892189,10.0,704.0,75,500,50
775,3,0.001660624984651804,11.0,706.0,75,500,50
776,4,0.0016706250607967377,12.0,708.0,75,500,50
777,5,0.001680999994277954,12.0,709.0,75,500,50
778,6,0.0016944590024650097,12.0,710.0,75,500,50
779,7,0.0017042919062078,13.0,712.0,75,500,50
780,8,0.001717583741992712,13.0,713.0,75,500,50
781,9,0.0017282087355852127,13.0,714.0,75,500,50
782,10,0.0017383340746164322,13.0,715.0,75,500,50
783,1,0.0016319998539984226,12.0,716.0,75,500,51
784,2,0.001645917072892189,12.0,717.0,75,500,51
785,3,0.001660624984651804,12.0,718.0,75,500,51
786,4,0.0016706250607967377,13.0,720.0,75,500,51
787,5,0.001680999994277954,13.0,721.0,75,500,51
788,6,0.0016944590024650097,14.0,723.0,75,500,51
789,7,0.0017042919062078,14.0,724.0,75,500,51
790,8,0.001717583741992712,14.0,725.0,75,500,51
791,9,0.0017282087355852127,14.0,726.0,75,500,51
792,10,0.0017383340746164322,14.0,727.0,75,500,51
793,1,0.0016319998539984226,10.0,729.0,75,500,52
794,2,0.001645917072892189,10.0,730.0,75,500,52
795,3,0.001660624984651804,10.0,731.0,75,500,52
796,4,0.0016706250607967377,10.0,732.0,75,500,52
797,5,0.001680999994277954,11.0,734.0,75,500,52
798,6,0.0016944590024650097,11.0,735.0,75,500,52
799,7,0.0017042919062078,11.0,736.0,75,500,52
800,8,0.001717583741992712,11.0,737.0,75,500,52
801,9,0.0017282087355852127,11.0,738.0,75,500,52
802,10,0.0017383340746164322,11.0,739.0,75,500,52
803,1,0.0016319998539984226,11.0,741.0,75,500,53
804,2,0.001645917072892189,11.0,742.0,75,500,53
805,3,0.001660624984651804,11.0,743.0,75,500,53
806,4,0.0016706250607967377,12.0,745.0,75,500,53
807,5,0.001680999994277954,13.0,747.0,75,500,53
808,6,0.0016944590024650097,13.0,748.0,75,500,53
809,7,0.0017042919062078,13.0,749.0,75,500,53
810,8,0.001717583741992712,13.0,750.0,75,500,53
811,9,0.0017282087355852127,13.0,751.0,75,500,53
812,10,0.0017383340746164322,13.0,752.0,75,500,53
813,1,0.0016319998539984226,9.0,753.0,75,500,54
814,2,0.001645917072892189,10.0,755.0,75,500,54
815,3,0.001660624984651804,10.0,756.0,75,500,54
816,4,0.0016706250607967377,10.0,757.0,75,500,54
817,5,0.001680999994277954,10.0,758.0,75,500,54
818,6,0.0016944590024650097,11.0,760.0,75,500,54
819,7,0.0017042919062078,11.0,761.0,75,500,54
820,8,0.001717583741992712,12.0,763.0,75,500,54
821,9,0.0017282087355852127,13.0,765.0,75,500,54
822,10,0.0017383340746164322,14.0,767.0,75,500,54
823,1,0.0016319998539984226,8.0,769.0,75,500,55
824,2,0.001645917072892189,8.0,770.0,75,500,55
825,3,0.001660624984651804,8.0,771.0,75,500,55
826,4,0.0016706250607967377,8.0,772.0,75,500,55
827,5,0.001680999994277954,9.0,774.0,75,500,55
828,6,0.0016944590024650097,9.0,775.0,75,500,55
829,7,0.0017042919062078,10.0,777.0,75,500,55
830,8,0.001717583741992712,11.0,779.0,75,500,55
831,9,0.0017282087355852127,11.0,780.0,75,500,55
832,10,0.0017383340746164322,11.0,781.0,75,500,55
833,1,0.0016319998539984226,10.0,782.0,75,500,56
834,2,0.001645917072892189,10.0,783.0,75,500,56
835,3,0.001660624984651804,11.0,785.0,75,500,56
836,4,0.0016706250607967377,11.0,786.0,75,500,56
837,5,0.001680999994277954,12.0,788.0,75,500,56
838,6,0.0016944590024650097,12.0,789.0,75,500,56
839,7,0.0017042919062078,12.0,790.0,75,500,56
840,8,0.001717583741992712,13.0,792.0,75,500,56
841,9,0.0017282087355852127,14.0,794.0,75,500,56
842,10,0.0017383340746164322,14.0,795.0,75,500,56
843,1,0.0016319998539984226,11.0,797.0,75,500,57
844,2,0.001645917072892189,11.0,798.0,75,500,57
845,3,0.001660624984651804,11.0,799.0,75,500,57
846,4,0.0016706250607967377,12.0,801.0,75,500,57
847,5,0.001680999994277954,12.0,802.0,75,500,57
848,6,0.0016944590024650097,13.0,804.0,75,500,57
849,7,0.0017042919062078,13.0,805.0,75,500,57
850,8,0.001717583741992712,13.0,806.0,75,500,57
851,9,0.0017282087355852127,14.0,808.0,75,500,57
852,10,0.0017383340746164322,14.0,809.0,75,500,57
853,1,0.0016319998539984226,10.0,810.0,75,500,58
854,2,0.001645917072892189,10.0,811.0,75,500,58
855,3,0.001660624984651804,10.0,812.0,75,500,58
856,4,0.0016706250607967377,11.0,814.0,75,500,58
857,5,0.001680999994277954,11.0,815.0,75,500,58
858,6,0.0016944590024650097,11.0,816.0,75,500,58
859,7,0.0017042919062078,12.0,818.0,75,500,58
860,8,0.001717583741992712,13.0,820.0,75,500,58
861,9,0.0017282087355852127,13.0,821.0,75,500,58
862,10,0.0017383340746164322,14.0,823.0,75,500,58
863,1,0.0016319998539984226,9.0,825.0,75,500,59
864,2,0.001645917072892189,10.0,827.0,75,500,59
865,3,0.001660624984651804,10.0,828.0,75,500,59
866,4,0.0016706250607967377,10.0,829.0,75,500,59
867,5,0.001680999994277954,10.0,830.0,75,500,59
868,6,0.0016944590024650097,11.0,832.0,75,500,59
869,7,0.0017042919062078,12.0,834.0,75,500,59
870,8,0.001717583741992712,12.0,835.0,75,500,59
871,9,0.0017282087355852127,13.0,837.0,75,500,59
872,10,0.0017383340746164322,14.0,839.0,75,500,59
873,1,0.0016319998539984226,7.0,841.0,75,500,60
874,2,0.001645917072892189,7.0,842.0,75,500,60
875,3,0.001660624984651804,7.0,843.0,75,500,60
876,4,0.0016706250607967377,7.0,844.0,75,500,60
877,5,0.001680999994277954,7.0,845.0,75,500,60
878,6,0.0016944590024650097,8.0,847.0,75,500,60
879,7,0.0017042919062078,9.0,849.0,75,500,60
880,8,0.001717583741992712,10.0,851.0,75,500,60
881,9,0.0017282087355852127,11.0,853.0,75,500,60
882,10,0.0017383340746164322,12.0,855.0,75,500,60
883,1,0.0016319998539984226,9.0,857.0,75,500,61
884,2,0.001645917072892189,9.0,858.0,75,500,61
885,3,0.001660624984651804,10.0,860.0,75,500,61
886,4,0.0016706250607967377,10.0,861.0,75,500,61
887,5,0.001680999994277954,10.0,862.0,75,500,61
888,6,0.0016944590024650097,11.0,864.0,75,500,61
889,7,0.0017042919062078,12.0,866.0,75,500,61
890,8,0.001717583741992712,13.0,868.0,75,500,61
891,9,0.0017282087355852127,13.0,869.0,75,500,61
892,10,0.0017383340746164322,14.0,871.0,75,500,61
893,1,0.0016319998539984226,9.0,872.0,75,500,62
894,2,0.001645917072892189,9.0,873.0,75,500,62
895,3,0.001660624984651804,9.0,874.0,75,500,62
896,4,0.0016706250607967377,10.0,876.0,75,500,62
897,5,0.001680999994277954,11.0,878.0,75,500,62
898,6,0.0016944590024650097,11.0,879.0,75,500,62
899,7,0.0017042919062078,11.0,880.0,75,500,62
900,8,0.001717583741992712,11.0,881.0,75,500,62
901,9,0.0017282087355852127,11.0,882.0,75,500,62
902,10,0.0017383340746164322,11.0,883.0,75,500,62
903,1,0.0016319998539984226,11.0,884.0,75,500,63
904,2,0.001645917072892189,11.0,885.0,75,500,63
905,3,0.001660624984651804,12.0,887.0,75,500,63
906,4,0.0016706250607967377,12.0,888.0,75,500,63
907,5,0.001680999994277954,13.0,890.0,75,500,63
908,6,0.0016944590024650097,13.0,891.0,75,500,63
909,7,0.0017042919062078,14.0,893.0,75,500,63
910,8,0.001717583741992712,14.0,894.0,75,500,63
911,9,0.0017282087355852127,14.0,895.0,75,500,63
912,10,0.0017383340746164322,14.0,896.0,75,500,63
913,1,0.0016319998539984226,12.0,897.0,75,500,64
914,2,0.001645917072892189,12.0,898.0,75,500,64
915,3,0.001660624984651804,13.0,900.0,75,500,64
916,4,0.0016706250607967377,13.0,901.0,75,500,64
917,5,0.001680999994277954,14.0,903.0,75,500,64
918,6,0.0016944590024650097,14.0,904.0,75,500,64
919,7,0.0017042919062078,14.0,905.0,75,500,64
920,8,0.001717583741992712,14.0,906.0,75,500,64
921,9,0.0017282087355852127,14.0,907.0,75,500,64
922,10,0.0017383340746164322,14.0,908.0,75,500,64
923,1,0.0016319998539984226,9.0,910.0,75,500,65
924,2,0.001645917072892189,9.0,911.0,75,500,65
925,3,0.001660624984651804,9.0,912.0,75,500,65
926,4,0.0016706250607967377,10.0,914.0,75,500,65
927,5,0.001680999994277954,11.0,916.0,75,500,65
928,6,0.0016944590024650097,12.0,918.0,75,500,65
929,7,0.0017042919062078,13.0,920.0,75,500,65
930,8,0.001717583741992712,13.0,921.0,75,500,65
931,9,0.0017282087355852127,13.0,922.0,75,500,65
932,10,0.0017383340746164322,14.0,924.0,75,500,65
933,1,0.0016319998539984226,13.0,925.0,75,500,66
934,2,0.001645917072892189,13.0,926.0,75,500,66
935,3,0.001660624984651804,13.0,927.0,75,500,66
936,4,0.0016706250607967377,13.0,928.0,75,500,66
937,5,0.001680999994277954,13.0,929.0,75,500,66
938,6,0.0016944590024650097,14.0,931.0,75,500,66
939,7,0.0017042919062078,14.0,932.0,75,500,66
940,8,0.001717583741992712,14.0,933.0,75,500,66
941,9,0.0017282087355852127,15.0,935.0,75,500,66
942,10,0.0017383340746164322,15.0,936.0,75,500,66
943,1,0.0016319998539984226,13.0,937.0,75,500,67
944,2,0.001645917072892189,14.0,939.0,75,500,67
945,3,0.001660624984651804,14.0,940.0,75,500,67
946,4,0.0016706250607967377,15.0,942.0,75,500,67
947,5,0.001680999994277954,16.0,944.0,75,500,67
948,6,0.0016944590024650097,16.0,945.0,75,500,67
949,7,0.0017042919062078,16.0,946.0,75,500,67
950,8,0.001717583741992712,16.0,947.0,75,500,67
951,9,0.0017282087355852127,16.0,948.0,75,500,67
952,10,0.0017383340746164322,16.0,949.0,75,500,67
953,1,0.0016319998539984226,9.0,951.0,75,500,68
954,2,0.001645917072892189,10.0,953.0,75,500,68
955,3,0.001660624984651804,10.0,954.0,75,500,68
956,4,0.0016706250607967377,11.0,956.0,75,500,68
957,5,0.001680999994277954,11.0,957.0,75,500,68
958,6,0.0016944590024650097,12.0,959.0,75,500,68
959,7,0.0017042919062078,13.0,961.0,75,500,68
960,8,0.001717583741992712,14.0,963.0,75,500,68
961,9,0.0017282087355852127,14.0,964.0,75,500,68
962,10,0.0017383340746164322,14.0,965.0,75,500,68
963,1,0.0016319998539984226,11.0,966.0,75,500,69
964,2,0.001645917072892189,12.0,968.0,75,500,69
965,3,0.001660624984651804,12.0,969.0,75,500,69
966,4,0.0016706250607967377,12.0,970.0,75,500,69
967,5,0.001680999994277954,12.0,971.0,75,500,69
968,6,0.0016944590024650097,13.0,973.0,75,500,69
969,7,0.0017042919062078,13.0,974.0,75,500,69
970,8,0.001717583741992712,13.0,975.0,75,500,69
971,9,0.0017282087355852127,13.0,976.0,75,500,69
972,10,0.0017383340746164322,13.0,977.0,75,500,69
973,1,0.0016319998539984226,14.0,979.0,75,500,70
974,2,0.001645917072892189,14.0,980.0,75,500,70
975,3,0.001660624984651804,14.0,981.0,75,500,70
976,4,0.0016706250607967377,14.0,982.0,75,500,70
977,5,0.001680999994277954,14.0,983.0,75,500,70
978,6,0.0016944590024650097,14.0,984.0,75,500,70
979,7,0.0017042919062078,15.0,986.0,75,500,70
980,8,0.001717583741992712,16.0,988.0,75,500,70
981,9,0.0017282087355852127,17.0,990.0,75,500,70
982,10,0.0017383340746164322,18.0,992.0,75,500,70
983,1,0.0016319998539984226,14.0,993.0,75,500,71
984,2,0.001645917072892189,14.0,994.0,75,500,71
985,3,0.001660624984651804,14.0,995.0,75,500,71
986,4,0.0016706250607967377,14.0,996.0,75,500,71
987,5,0.001680999994277954,14.0,997.0,75,500,71
988,6,0.0016944590024650097,15.0,999.0,75,500,71
989,7,0.0017042919062078,15.0,1000.0,75,500,71
990,8,0.001717583741992712,15.0,1001.0,75,500,71
991,9,0.0017282087355852127,15.0,1002.0,75,500,71
992,10,0.0017383340746164322,15.0,1003.0,75,500,71
993,1,0.0016319998539984226,10.0,1004.0,75,500,72
994,2,0.001645917072892189,10.0,1005.0,75,500,72
995,3,0.001660624984651804,10.0,1006.0,75,500,72
996,4,0.0016706250607967377,11.0,1008.0,75,500,72
997,5,0.001680999994277954,12.0,1010.0,75,500,72
998,6,0.0016944590024650097,13.0,1012.0,75,500,72
999,7,0.0017042919062078,14.0,1014.0,75,500,72
1000,8,0.001717583741992712,14.0,1015.0,75,500,72
1001,9,0.0017282087355852127,15.0,1017.0,75,500,72
1002,10,0.0017383340746164322,16.0,1019.0,75,500,72
1003,1,0.0016319998539984226,6.0,1020.0,75,500,73
1004,2,0.001645917072892189,7.0,1022.0,75,500,73
1005,3,0.001660624984651804,8.0,1024.0,75,500,73
1006,4,0.0016706250607967377,9.0,1026.0,75,500,73
1007,5,0.001680999994277954,9.0,1027.0,75,500,73
1008,6,0.0016944590024650097,9.0,1028.0,75,500,73
1009,7,0.0017042919062078,10.0,1030.0,75,500,73
1010,8,0.001717583741992712,10.0,1031.0,75,500,73
1011,9,0.0017282087355852127,11.0,1033.0,75,500,73
